AgeNormalized,HeightNormalized,WeightNormalized,Sex,Place of birth,Name,Country,Age,Height,Weight,Gold,Silver,Bronze,Total,Sport,Event
0.288461538,0.404494382,0.115384615,F,KOR ,Hae-Ran Kim,Republic of Korea,28,168,57,0,0,0,0,Volleyball,Women's Volleyball
0.096153846,0.393258427,0.159340659,M,ETH ,Hagos Gebrhiwet,Ethiopia,18,167,65,0,0,0,0,Athletics,Men's 5000m
0.019230769,0.539325843,0.153846154,F,CHN ,Haibing Wang,People's Republic of China,14,180,64,0,0,0,0,Swimming,Women's 4x100m Freestyle Relay
0.288461538,0.550561798,0.225274725,M,dong,Haifeng Fu,People's Republic of China,28,181,77,0,0,0,0,Badminton,Men's Doubles
0.269230769,0.584269663,0.263736264,M,TUN ,Haikel Achouri,Tunisia,27,184,84,0,0,0,0,Wrestling,Men's 84kg Greco-Roman
0.211538462,0.471910112,0.197802198,F,CHN ,Haiping Liu,People's Republic of China,24,174,72,0,0,0,0,Canoe Sprint,Women's Kayak Four (K4  500m
0.134615385,0.752808989,0.285714286,M,CHN ,Haiqi Jiang,People's Republic of China,20,199,88,0,0,1,1,Swimming,Men's 4x200m Freestyle Relay
0.307692308,0.483146067,0.164835165,M,CUB ,Haislan Veranes Garcia,Canada,29,175,66,0,0,0,0,Wrestling,Men's 66kg Freestyle
0.192307692,0.370786517,0.159340659,M,TUN ,Haitem Ben Alayech,Tunisia,23,165,65,0,0,0,0,Wrestling,Men's 66kg Freestyle
0.269230769,0.449438202,0.126373626,F,HINA,Hajung Seok,Republic of Korea,27,172,59,0,0,0,0,Table Tennis,Women's Team
0.634615385,0.595505618,0.269230769,M,SWE ,Hakan Dahlby,Sweden,46,185,85,0,1,0,1,Shooting,Men's Double Trap
0.211538462,0.730337079,0.324175824,M,TUN ,Hakim Zouari,Tunisia,24,197,95,0,0,0,0,Volleyball,Men's Volleyball
0.442307692,0.505617978,0.241758242,M,KOR ,Hakman Kim,Republic of Korea,36,177,80,0,0,0,0,Shooting,Men's 50m Rifle Prone
0.134615385,0.516853933,0.175824176,F,USA ,Haley Anderson,United States of America,20,178,68,0,0,0,0,Swimming,Women's 10km Marathon
0.173076923,0.404494382,0.126373626,F,USA ,Haley Nemra,Marshall Islands,22,168,59,0,0,0,0,Athletics,Women's 800m
0.192307692,0.393258427,0.10989011,F,MAR ,Halima Hachlaf,Morocco,23,167,56,0,0,0,0,Athletics,Women's 800m
0.115384615,0.516853933,0.148351648,M,EGY ,Hamada Mohamed,Egypt,19,178,63,0,0,0,0,Athletics,Men's 800m
0.288461538,0.471910112,0.142857143,M,MAR ,Hamid Ezzine,Morocco,28,174,62,0,0,0,0,Athletics,Men's 3000m Steeplechase
0.25,0.415730337,0.104395604,M,IRI ,Hamid Mohammad Soryan Reihanpour,Islamic Republic of Iran,26,169,55,0,0,0,0,Wrestling,Men's 55kg Greco-Roman
0.538461538,0.494382022,0.296703297,M,NZL ,Hamish Pepper,New Zealand,41,176,90,0,0,0,0,Sailing,Men's Star
0.076923077,0.516853933,0.137362637,M,MAR ,Hamza Driouch,Qatar,17,178,61,0,0,0,0,Athletics,Men's 1500m
0.173076923,0.719101124,0.263736264,M,TUN ,Hamza Nagga,Tunisia,22,196,84,0,0,0,0,Volleyball,Men's Volleyball
0.192307692,0.460674157,0.225274725,F,unis,Hana Mareghni,Tunisia,23,173,77,0,0,0,0,Judo,Women's -78kg
0.269230769,0.460674157,0.148351648,F,JPN ,Hanae Ito,Japan,27,173,63,0,0,0,0,Swimming,"Women's 200m Freestyle, Women's 4x100m Freestyle Relay, Women's 4x200m Freestyle Relay"
0.230769231,0.516853933,0.076923077,F,UKR ,Hanna Demydova,Ukraine,25,178,50,0,0,0,0,Athletics,Women's Triple Jump
0.211538462,0.235955056,0.054945055,F,BLR ,Hanna Drabenia,Belarus,24,153,46,0,0,0,0,Athletics,Women's 20km Race Walk
0.153846154,0.483146067,0.186813187,F,UKR ,Hanna Hatsko,Ukraine,21,175,70,0,0,0,0,Athletics,Women's Javelin Throw
0.153846154,0.460674157,0.17032967,F,HUN ,Hanna Kisteleki,Hungary,21,173,67,0,0,0,0,Water Polo,Women's Water Polo
0.173076923,0.528089888,0.17032967,F,UKR ,Hanna Knyazyeva,Ukraine,22,179,67,0,0,0,0,Athletics,Women's Triple Jump
0.269230769,0.404494382,0.159340659,F,BLR ,Hanna Liapeshka,Belarus,27,168,65,0,0,0,0,Athletics,Women's 4 x 100m Relay
0.307692308,0.516853933,0.17032967,F,GEO ,Hanna Melnychenko,Ukraine,29,178,67,0,0,0,0,Athletics,Women's Heptathlon
0.134615385,0.573033708,0.428571429,F,UKR ,Hanna Skydan,Ukraine,20,183,114,0,0,0,0,Athletics,Women's Hammer Throw
0.211538462,0.415730337,0.137362637,F,BLR ,Hanna Tashpulatava,Belarus,24,169,61,0,0,0,0,Athletics,Women's 4 x 400m Relay
0.173076923,0.494382022,0.115384615,F,UKR ,Hanna Yaroshchuk,Ukraine,22,176,57,0,0,0,0,Athletics,Women's 400m Hurdles
0.269230769,0.471910112,0.126373626,F,FIN ,Hanna-Maria Seppala,Finland,27,174,59,0,0,0,0,Swimming,"Women's 50m Freestyle, Women's 100m Freestyle, Women's 200m Freestyle"
0.307692308,0.393258427,0.115384615,F,IRL ,Hannah Craig,Ireland,29,167,57,0,0,0,0,Canoe Slalom,Women's Kayak (K1 
0.25,0.393258427,0.186813187,F,AUS ,Hannah Davis,Australia,26,167,70,0,0,0,0,Canoe Sprint,Women's Kayak Four (K4  500m
0.230769231,0.505617978,0.098901099,F,GBR ,Hannah England,Great Britain,25,177,54,0,0,0,0,Athletics,Women's 1500m
0.288461538,0.449438202,0.17032967,F,GBR ,Hannah Macleod,Great Britain,28,172,67,0,0,0,0,Hockey,Women's Hockey
0.173076923,0.382022472,0.093406593,F,GBR ,Hannah Miley,Great Britain,22,166,53,0,0,0,0,Swimming,"Women's 200m Individual Medley, Women's 400m Individual Medley, Women's 4x200m Freestyle Relay"
0.211538462,0.280898876,0.076923077,F,GBR ,Hannah Mills,Great Britain,24,157,50,0,0,0,0,Sailing,Women's 470
0.076923077,0.292134831,0.126373626,F,GBR ,Hannah Starling,Great Britain,17,158,59,0,0,0,0,Diving,Women's 3m Springboard
0.192307692,0.370786517,0.131868132,F,HKG ,Hannah Wilson,"Hong Kong, China",23,165,60,0,0,0,0,Swimming,"Women's 100m Freestyle, Women's 100m Butterfly"
0.192307692,0.573033708,0.241758242,M,GER ,Hannes Aigner,Germany,23,183,80,0,0,1,1,Canoe Slalom,Men's Kayak (K1 
0.307692308,0.629213483,0.225274725,M,AROW,Hannes Baumann,Germany,29,188,77,0,0,0,0,Sailing,Men's 49er
0.326923077,0.662921348,0.307692308,M,BEL ,Hans van Alphen,Belgium,30,191,92,0,0,0,0,Athletics,Men's Decathlon
0.173076923,0.719101124,0.296703297,M,JAM ,Hansle Parchment,Jamaica,22,196,90,0,0,0,0,Athletics,Men's 110m Hurdles
0.153846154,0.449438202,0.197802198,M,TPE ,Hao Chang,Taipei (Chinese Taipei ,21,172,72,0,0,0,0,Sailing,Men's RS-X
0.115384615,0.269662921,0.076923077,F,CHN ,Hao Wang,People's Republic of China,19,156,50,1,0,0,1,Diving,Women's Synchronised 10m Platform
0.288461538,0.483146067,0.230769231,M,ilin,Hao Wang,People's Republic of China,28,175,78,0,1,0,1,Table Tennis,"Men's Singles, Men's Team"
0.173076923,0.483146067,0.21978022,M,ngsu,Haojie Lu,People's Republic of China,22,175,76,0,1,0,1,Weightlifting,Men's 77kg
0.365384615,0.505617978,0.214285714,M,AUT ,Harald Ambros,Austria,32,177,75,0,0,0,0,Equestrian,"Individual Eventing, O-FELTIZ"
0.192307692,0.292134831,0.065934066,F,RIVO,Harinelina N Rakotondramanana,Madagascar,23,158,48,0,0,0,0,Weightlifting,Women's 48kg
0.153846154,0.696629213,0.274725275,M,AUS ,Harrison Peacock,Australia,21,194,86,0,0,0,0,Volleyball,Men's Volleyball
0.173076923,0.382022472,0.186813187,F,JPN ,Haruka Tachimoto,Japan,22,166,70,0,0,0,0,Judo,Women's -70kg
0.173076923,0.426966292,0.131868132,M,AZE ,Hasan Aliyev,Azerbaijan,22,170,60,0,0,0,0,Wrestling,Men's 60kg Greco-Roman
0.365384615,0.516853933,0.159340659,M,FRA ,Hassan Hirt,France,32,178,65,0,0,0,0,Athletics,Men's 5000m
0.384615385,0.404494382,0.131868132,M,EGY ,Hassan Ibrahim Madany Ibrahim,Egypt,33,168,60,0,0,0,0,Wrestling,Men's 60kg Freestyle
0.288461538,0.505617978,0.10989011,M,TUN ,Hassanine Sebei,Tunisia,28,177,56,0,0,0,0,Athletics,Men's 20km Race Walk
0.269230769,0.640449438,0.32967033,M,TUN ,Hassine Ayari,Tunisia,27,189,96,0,0,0,0,Wrestling,Men's 96kg Greco-Roman
0.423076923,0.325842697,0.087912088,F,CAN ,Hawley Bennett-Awad,Canada,35,161,52,0,0,0,0,Equestrian,"Individual Eventing, Team Eventing, GIN & JUICE"
0.211538462,0.449438202,0.115384615,F,MAR ,Hayat Lambarki,Morocco,24,172,57,0,0,0,0,Athletics,Women's 400m Hurdles
0.269230769,0.730337079,0.324175824,M,AUS ,Hayden Stoeckel,Australia,27,197,95,0,0,0,0,Swimming,Men's 100m Backstroke
0.173076923,0.404494382,0.120879121,M,ETH ,Hayle Ibrahimov,Azerbaijan,22,168,58,0,0,0,0,Athletics,Men's 5000m
0.134615385,0.404494382,0.098901099,F,AUS ,Hayley Chapman,Australia,20,168,54,0,0,0,0,Shooting,Women's 25m Pistol
0.192307692,0.438202247,0.197802198,F,GBR ,Hayley Palmer,New Zealand,23,171,72,0,0,0,0,Swimming,"Women's 50m Freestyle, Women's 4x100m Freestyle Relay"
0.038461538,0.404494382,0.148351648,F,TUR ,Hazal Sarikaya,Turkey,15,168,63,0,0,0,0,Swimming,Women's 100m Backstroke
0.115384615,0.516853933,0.269230769,M,OHOR,Haziq Kamaruddin,Malaysia,19,178,85,0,0,0,0,Archery,"Men's Individual, Men's Team"
0.096153846,0.426966292,0.131868132,F,USA ,Heather Arseth,Mauritius,18,170,60,0,0,0,0,Swimming,Women's 200m Freestyle
0.134615385,0.573033708,0.186813187,F,CAN ,Heather Maclean,Canada,20,183,70,0,0,0,0,Swimming,Women's 4x100m Freestyle Relay
0.403846154,0.539325843,0.203296703,F,USA ,Heather Petri,United States of America,34,180,73,0,0,0,0,Water Polo,Women's Water Polo
0.211538462,0.483146067,0.241758242,F,CAN ,Heather Steacy,Canada,24,175,80,0,0,0,0,Athletics,Women's Hammer Throw
0.192307692,0.629213483,0.296703297,M,ARG ,Hector Campos,Argentina,23,188,90,0,0,0,0,Judo,Men's -90kg
0.269230769,0.662921348,0.274725275,M,PUR ,Hector Cotto,Puerto Rico,27,191,86,0,0,0,0,Athletics,Men's 110m Hurdles
0.346153846,0.460674157,0.148351648,M,MEX ,Hector Hugo Zamarron Rangel,Mexico,31,173,63,0,0,0,0,Cycling - Road,Men's Road Race
0.326923077,0.483146067,0.148351648,M,COL ,Hector Leonardo Paez Leon,Colombia,30,175,63,0,0,0,0,Cycling - Mountain Bike,Men's Cross-country
0.173076923,0.393258427,0.115384615,F,HUN ,Hedvig Karakas,Hungary,22,167,57,0,0,0,0,Judo,Women's -57kg
0.153846154,0.606741573,0.214285714,F,KOR ,Hee-Jin Kim,Republic of Korea,21,186,75,0,0,0,0,Volleyball,Women's Volleyball
0.403846154,0.483146067,0.351648352,M,KOR ,Hee-Tae Hwang,Republic of Korea,34,175,100,0,0,0,0,Judo,Men's -100kg
0.153846154,0.516853933,0.192307692,M,RSA ,Heerden Herman,South Africa,21,178,71,0,0,0,0,Swimming,"Men's 400m Freestyle, Men's 1500m Freestyle"
0.153846154,0.382022472,0.131868132,F,HKG ,Hei Man Hayley Victoria Chan,"Hong Kong, China",21,166,60,0,0,0,0,Sailing,Women's RS-X
0.326923077,0.426966292,0.197802198,F,GER ,Heide Wollert,Germany,30,170,72,0,0,0,0,Judo,Women's -78kg
0.576923077,0.404494382,0.296703297,F,SUI ,Heidi Diethelm Gerber,Switzerland,43,168,90,0,0,0,0,Shooting,"Women's 10m Air Pistol, Women's 25m Pistol"
0.192307692,0.359550562,0.104395604,F,AUS ,Heidi Gan,Malaysia,23,164,55,0,0,0,0,Swimming,Women's 10km Marathon
0.269230769,0.685393258,0.428571429,M,EST ,Heiki Nabi,Estonia,27,193,114,0,0,0,0,Wrestling,Men's 120kg Greco-Roman
0.346153846,0.370786517,0.049450549,F,NAM ,Helalia Johannes,Namibia,31,165,45,0,0,0,0,Athletics,Women's Marathon
0.134615385,0.404494382,0.236263736,F,COK ,Helema Williams,Cook Islands,20,168,79,0,0,0,0,Sailing,Women's Laser Radial
0.288461538,0.415730337,0.104395604,F,GBR ,Helen Jenkins,Great Britain,28,169,55,0,0,0,0,Triathlon,Women's Triathlon
0.326923077,0.359550562,0.065934066,F,GER ,Helen Langehanenberg,Germany,30,164,48,0,0,0,0,Equestrian,"Individual Dressage, Team Dressage, DAMON HILL"
0.326923077,0.370786517,0.098901099,F,GBR ,Helen Richardson,Great Britain,30,165,54,0,0,0,0,Hockey,Women's Hockey
0.211538462,0.292134831,0.087912088,F,pore,Helena Wong,Singapore,24,158,52,0,0,0,0,Weightlifting,Women's 53kg
0.230769231,0.393258427,0.115384615,F,BEL ,Helene Delmee,Belgium,25,167,57,0,0,0,0,Hockey,Women's Hockey
0.269230769,0.516853933,0.21978022,M,GER ,Helge Meeuw,Germany,27,178,76,0,0,0,0,Swimming,Men's 100m Backstroke
0.346153846,0.438202247,0.098901099,F,DEN ,Helle Frederiksen,Denmark,31,171,54,0,0,0,0,Triathlon,Women's Triathlon
0.5,0.539325843,0.186813187,M,AUT ,Helmut Oblinger,Austria,39,180,70,0,0,0,0,Canoe Slalom,Men's Kayak (K1 
0.230769231,0.674157303,0.296703297,M,GER ,Hendrik Feldwehr,Germany,25,192,90,0,0,0,0,Swimming,Men's 100m Breaststroke
0.269230769,0.651685393,0.351648352,M,NED ,Henk Grol,Netherlands,27,190,100,0,0,1,1,Judo,Men's -100kg
0.153846154,0.359550562,0.148351648,F,SWE ,Henna Johansson,Sweden,21,164,63,0,0,0,0,Wrestling,Women's 63kg Freestyle
0.230769231,0.595505618,0.225274725,M,BODA,Henri Hurskainen,Sweden,25,185,77,0,0,0,0,Badminton,Men's Singles
0.326923077,0.426966292,0.164835165,F,DEN ,Henriette Hansen,Denmark,30,170,66,0,0,0,0,Canoe Sprint,"Women's Kayak Single (K1  200m, Women's Kayak Single (K1  500m"
0.269230769,0.269662921,0.120879121,F,DEN ,Henriette Koch,Denmark,27,156,58,0,0,0,0,Sailing,Women's 470
0.346153846,0.606741573,0.225274725,M,SWE ,Henrik von Eckermann,Sweden,31,186,77,0,0,0,0,Equestrian,"Individual Jumping, Team Jumping, ALLERDINGS"
0.288461538,0.707865169,0.263736264,M,BRA ,Henrique Barbosa,Brazil,28,195,84,0,0,0,0,Swimming,Men's 200m Breaststroke
0.173076923,0.629213483,0.236263736,M,AUS ,Henry Frayne,Australia,22,188,79,0,0,0,0,Athletics,"Men's Long Jump, Men's Triple Jump"
0.25,0.561797753,0.252747253,M,RSA ,Hercules Prinsloo,South Africa,26,182,82,0,0,0,0,Swimming,Men's 10km Marathon
0.25,0.438202247,0.181318681,M,GER ,Hermann Husslein,Thailand,26,171,69,0,0,0,0,Canoe Slalom,Men's Kayak (K1 
0.192307692,0.483146067,0.214285714,M,VEN ,Hersony Canelon,Venezuela,23,175,75,0,0,0,0,Cycling - Track,"Men's Sprint, Men's Keirin, Men's Team Sprint"
0.423076923,0.539325843,0.192307692,M,FRA ,Herve Banti,Monaco,35,180,71,0,0,0,0,Triathlon,Men's Triathlon
0.326923077,0.494382022,0.296703297,M,EGY ,Hesham Mesbah,Egypt,30,176,90,0,0,0,0,Judo,Men's -90kg
0.134615385,0.516853933,0.181318681,M,SRI ,Heshan Unamboowe,Sri Lanka,20,178,69,0,0,0,0,Swimming,Men's 100m Backstroke
0.115384615,0.449438202,0.137362637,M,MAR ,Hicham Sigueni,Morocco,19,172,61,0,0,0,0,Athletics,Men's 3000m Steeplechase
0.230769231,0.696629213,0.252747253,M,TUN ,Hichem Kaabi,Tunisia,25,194,82,0,0,0,0,Volleyball,Men's Volleyball
0.25,0.561797753,0.241758242,M,HIMA,Hideki Kikuchi,Japan,26,182,80,0,0,0,0,Archery,"Men's Individual, Men's Team"
0.153846154,0.292134831,0.120879121,F,CITY,Hidilyn Diaz,Philippines,21,158,58,0,0,0,0,Weightlifting,Women's 58kg
0.153846154,0.460674157,0.148351648,F,CAN ,Hilary Caldwell,Canada,21,173,63,0,0,0,0,Swimming,Women's 200m Backstroke
0.326923077,0.314606742,0.06043956,F,CAN ,Hilary Stellingwerff,Canada,30,160,47,0,0,0,0,Athletics,Women's 1500m
0.346153846,0.404494382,0.054945055,F,KEN ,Hilda Kibet,Netherlands,31,168,46,0,0,0,0,Athletics,Women's Marathon
0.288461538,0.494382022,0.148351648,F,AUT ,Hilde Drexler,Austria,28,176,63,0,0,0,0,Judo,Women's -63kg
0.115384615,0.370786517,0.131868132,F,MAYO,Hinikissia Albertine Ndikert,Chad,19,165,60,0,0,0,0,Athletics,Women's 200m
0.288461538,0.528089888,0.153846154,F,NED ,Hinkelien Schreuder,Netherlands,28,179,64,0,1,0,1,Swimming,Women's 4x100m Freestyle Relay
0.269230769,0.314606742,0.131868132,M,JPN ,Hiroaki Hiraoka,Japan,27,160,60,0,1,0,1,Judo,Men's -60kg
0.211538462,0.516853933,0.241758242,M,JPN ,Hiroki Watanabe,Japan,24,178,80,0,0,0,0,Canoe Sprint,Men's Kayak Double (K2  200m
0.25,0.157303371,0.065934066,F,IIZA,Hiromi Miyake,Japan,26,146,48,0,1,0,1,Weightlifting,Women's 48kg
0.192307692,0.460674157,0.17032967,M,JPN ,Hiroyuki Nakano,Japan,23,173,67,0,0,0,0,Athletics,Men's 4 x 400m Relay
0.25,0.303370787,0.093406593,F,JPN ,Hitomi Nakamichi,Japan,26,159,53,0,0,0,0,Volleyball,Women's Volleyball
0.211538462,0.370786517,0.043956044,F,JPN ,Hitomi Niiya,Japan,24,165,44,0,0,0,0,Athletics,"Women's 5000m, Women's 10,000m"
0.346153846,0.269662921,0.065934066,F,JPN ,Hitomi Obara,Japan,31,156,48,0,0,0,0,Wrestling,Women's 48kg Freestyle
0.173076923,0.460674157,0.082417582,F,ETH ,Hiwot Ayalew,Ethiopia,22,173,51,0,0,0,0,Athletics,Women's 3000m Steeplechase
0.115384615,0.303370787,0.098901099,F,HKG ,Ho Ching Lee,"Hong Kong, China",19,159,54,0,0,0,0,Table Tennis,Women's Team
0.153846154,0.505617978,0.214285714,M,HKG ,Ho Tsun Andy Leung,"Hong Kong, China",21,177,75,0,0,0,0,Sailing,Men's RS-X
0.25,0.404494382,0.197802198,M,AND ,Hocine Haciane Constantin,Andorra,26,168,72,0,0,0,0,Swimming,Men's 200m Butterfly
0.192307692,0.707865169,0.362637363,M,ESP ,Hodei Mazquiaran Uria,Spain,23,195,102,0,0,0,0,Cycling - Track,Men's Sprint
0.134615385,0.438202247,0.131868132,F,HKG ,Hoi Shun Stephanie Au,"Hong Kong, China",20,171,60,0,0,0,0,Swimming,"Women's 100m Backstroke, Women's 200m Backstroke"
0.211538462,0.550561798,0.214285714,M,GBS ,Holder da Silva,Guinea-Bissau,24,181,75,0,0,0,0,Athletics,Men's 100m
0.173076923,0.460674157,0.648351648,F,USA ,Holley Mangold,United States of America,22,173,154,0,0,0,0,Weightlifting,Women's +75kg
0.134615385,0.483146067,0.186813187,F,GBR ,Holly Bleasdale,Great Britain,20,175,70,0,0,0,0,Athletics,Women's Pole Vault
0.211538462,0.573033708,0.252747253,F,AUS ,Holly Lincoln-Smith,Australia,24,183,82,0,0,0,0,Water Polo,Women's Water Polo
0.115384615,0.179775281,0.065934066,F,MOTO,Honami Mizuochi,Japan,19,148,48,0,0,0,0,Weightlifting,Women's 48kg
0.230769231,0.314606742,0.076923077,F,CHN ,Hong Liu,People's Republic of China,25,160,50,0,0,0,0,Athletics,Women's 20km Race Walk
0.307692308,0.314606742,0.087912088,F,CHN ,Hongmei He,People's Republic of China,29,160,52,0,0,0,0,Judo,Women's -52kg
0.230769231,0.595505618,0.269230769,M,CHN ,Hongpeng Zhang,People's Republic of China,25,185,85,0,0,0,0,Canoe Sprint,Men's Kayak Four (K4  1000m
0.230769231,0.404494382,0.131868132,F,CHN ,Hongxia Li,People's Republic of China,25,168,60,0,0,0,0,Hockey,Women's Hockey
0.384615385,0.359550562,0.104395604,F,QUIN,Hongyan Pi,France,33,164,55,0,0,0,0,Badminton,Women's Singles
0.346153846,0.314606742,0.115384615,F,AUS ,Hope Munro,Australia,31,160,57,0,0,0,0,Hockey,Women's Hockey
0.326923077,0.539325843,0.153846154,M,MEX ,Horacio Nava,Mexico,30,180,64,0,0,0,0,Athletics,Men's 50km Race Walk
0.288461538,0.370786517,0.115384615,F,SEN ,Hortance Diedhiou,Senegal,28,165,57,0,0,0,0,Judo,Women's -57kg
0.480769231,0.483146067,0.186813187,M,KOR ,Hosung Cho,Republic of Korea,38,175,70,0,0,0,0,Cycling - Track,Men's Omnium
0.230769231,0.438202247,0.186813187,F,TUN ,Houda Miled,Tunisia,25,171,70,0,0,0,0,Judo,Women's -70kg
0.288461538,0.393258427,0.131868132,M,ARM ,Hovhannes Davtyan,Armenia,28,167,60,0,0,0,0,Judo,Men's -60kg
0.192307692,0.382022472,0.164835165,M,ARM ,Hovhannes Varderesyan,Armenia,23,166,66,0,0,0,0,Wrestling,Men's 66kg Greco-Roman
0.384615385,0.404494382,0.214285714,M,igon,Howard Bach,United States of America,33,168,75,0,0,0,0,Badminton,Men's Doubles
0.230769231,0.460674157,0.291208791,F,SAKH,Hripsime Khurshudyan,Armenia,25,173,89,0,0,0,0,Weightlifting,Women's +75kg
0.134615385,0.404494382,0.131868132,F,MKD ,Hristina Risteska,Former Yugoslav Republic of Macedonia,20,168,60,0,0,0,0,Athletics,Women's 400m
0.230769231,0.539325843,0.263736264,M,ST,Hristo Diyanov Marinov,Bulgaria,25,180,84,0,0,0,0,Wrestling,Men's 84kg Greco-Roman
0.096153846,0.258426966,0.115384615,F,ILAN,Hsing-Chun Kuo,Taipei (Chinese Taipei ,18,155,57,0,0,0,0,Weightlifting,Women's 58kg
0.269230769,0.404494382,0.175824176,F,dong,Huajun Jiang,"Hong Kong, China",27,168,68,0,0,0,0,Table Tennis,"Women's Singles, Women's Team"
0.173076923,0.505617978,0.181318681,F,CHN ,Huanhuan Ma,People's Republic of China,22,177,69,0,0,0,0,Water Polo,Women's Water Polo
0.288461538,0.460674157,0.175824176,M,BRA ,Hugo Parisi,Brazil,28,173,68,0,0,0,0,Diving,Men's 10m Platform
0.326923077,0.662921348,0.28021978,M,FRA ,Hugues Duboscq,France,30,191,87,0,0,0,0,Swimming,Men's 4x100m Medley Relay
0.192307692,0.426966292,0.203296703,M,INTE,Hugues Fournel,Canada,23,170,73,0,0,0,0,Canoe Sprint,"Men's Kayak Double (K2  1000m, Men's Kayak Double (K2  200m"
0.288461538,0.370786517,0.115384615,F,CHN ,Hui Wang,People's Republic of China,28,165,57,0,0,0,0,Judo,Women's -57kg
0.192307692,0.438202247,0.175824176,F,CHN ,Huihui Lu,People's Republic of China,23,171,68,0,0,0,0,Athletics,Women's Javelin Throw
0.173076923,0.561797753,0.181318681,F,CHN ,Huizi Sun,People's Republic of China,22,182,69,0,0,0,0,Water Polo,Women's Water Polo
0.288461538,0.292134831,0.142857143,M,eoul,Hun-Min Ji,Republic of Korea,28,158,62,0,0,0,0,Weightlifting,Men's 62kg
0.25,0.505617978,0.175824176,M,City,Hung Ling Chen,Taipei (Chinese Taipei ,26,177,68,0,0,0,0,Badminton,Mixed Doubles
0.442307692,0.662921348,0.203296703,M,USA ,Hunter Kemper,United States of America,36,191,73,0,0,0,0,Triathlon,Men's Triathlon
0.326923077,0.595505618,0.241758242,M,CAN ,Hunter Lowden,Canada,30,185,80,0,0,0,0,Sailing,Men's 49er
0.230769231,0.539325843,0.131868132,M,MAS ,Hup Wei Lee,Malaysia,25,180,60,0,0,0,0,Athletics,Men's High Jump
0.153846154,0.337078652,0.142857143,M,RNAK,Hursit Atak,Turkey,21,162,62,0,0,0,0,Weightlifting,Men's 62kg
0.25,0.629213483,0.450549451,M,TUR ,Huseyin Atici,Turkey,26,188,118,0,0,0,0,Athletics,Men's Shot Put
0.25,0.370786517,0.203296703,M,EGY ,Hussein Hafiz,Egypt,26,165,73,0,0,0,0,Judo,Men's -73kg
0.25,0.348314607,0.104395604,F,KOR ,Hye Lyoung Han,Republic of Korea,26,163,55,0,0,0,0,Hockey,Women's Hockey
0.153846154,0.370786517,0.10989011,F,KOR ,Hye Ra Choi,Republic of Korea,21,165,56,0,0,0,0,Swimming,"Women's 200m Butterfly, Women's 200m Individual Medley"
0.096153846,0.393258427,0.142857143,F,KOR ,Hyejin Kim,Republic of Korea,18,167,62,0,0,0,0,Swimming,Women's 100m Breaststroke
0.134615385,0.359550562,0.076923077,F,KOR ,Hyejin Lee,Republic of Korea,20,164,50,0,0,0,0,Cycling - Track,"Women's Sprint, Women's Keirin, Women's Team Sprint"
0.230769231,0.404494382,0.087912088,F,KOR ,Hyelim Jung,Republic of Korea,25,168,52,0,0,0,0,Athletics,Women's 100m Hurdles
0.269230769,0.449438202,0.159340659,F,nbuk,Hyeonju Choi,Republic of Korea,27,172,65,1,0,0,1,Archery,"Women's Individual, Women's Team"
0.192307692,0.471910112,0.164835165,M,KOR ,Hyeonwoo Kim,Republic of Korea,23,174,66,0,0,0,0,Wrestling,Men's 66kg Greco-Roman
0.346153846,0.426966292,0.153846154,F,USA ,Hyleas Fountain,United States of America,31,170,64,0,0,0,0,Athletics,Women's Heptathlon
0.173076923,0.651685393,0.197802198,F,KOR ,Hyo-Jin Yang,Republic of Korea,22,190,72,0,0,0,0,Volleyball,Women's Volleyball
