AgeNormalized,HeightNormalized,WeightNormalized,Sex,Place of birth,Name,Country,Age,Height,Weight,Gold,Silver,Bronze,Total,Sport,Event
0.288461538,0.426966292,0.208791209,M,HUN ,Gabor Hatos,Hungary,28,170,74,0,0,0,0,Wrestling,Men's 74kg Freestyle
0.192307692,0.539325843,0.197802198,M,SRB ,Gabor Kasa,Serbia,23,180,72,0,0,0,0,Cycling - Road,Men's Road Race
0.423076923,0.696629213,0.324175824,M,ARG ,Gabriel Arroyo,Argentina,35,194,95,0,0,0,0,Volleyball,Men's Volleyball
0.230769231,0.561797753,0.208791209,M,URU ,Gabriel Melconian Alvez,Uruguay,25,182,74,0,0,0,0,Swimming,Men's 100m Freestyle
0.192307692,0.449438202,0.263736264,M,POCA,Gabriel Sincraian,Romania,23,172,84,0,0,0,0,Weightlifting,Men's 85kg
0.096153846,0.528089888,0.148351648,F,LAT ,Gabriela Nikitina,Latvia,18,179,63,0,0,0,0,Swimming,Women's 50m Freestyle
0.365384615,0.359550562,0.076923077,F,CRC ,Gabriela Trana,Costa Rica,32,164,50,0,0,0,0,Athletics,Women's Marathon
0.076923077,0.584269663,0.236263736,M,ITA ,Gabriele Detti,Italy,17,184,79,0,0,0,0,Swimming,Men's 1500m Freestyle
0.25,0.426966292,0.131868132,F,SWE ,Gabriella Fagundez,Sweden,26,170,60,0,0,0,0,Swimming,Women's 4x100m Freestyle Relay
0.423076923,0.404494382,0.159340659,M,ITA ,Gabrio Zandona,Italy,35,168,65,0,0,0,0,Sailing,Men's 470
0.346153846,0.426966292,0.131868132,F,NAM ,Gaby Diana Ahrens,Namibia,31,170,60,0,0,0,0,Shooting,Women's Trap
0.230769231,0.460674157,0.263736264,M,RUS ,Gadzhimurad Nurmagomedov,Armenia,25,173,84,0,0,0,0,Wrestling,Men's 84kg Freestyle
0.096153846,0.685393258,0.214285714,M,MONT,Gael Prevost,France,18,193,75,0,0,0,0,Archery,"Men's Individual, Men's Team"
0.25,0.449438202,0.153846154,F,BLR ,Gaelle Valcke,Belgium,26,172,64,0,0,0,0,Hockey,Women's Hockey
0.038461538,0.314606742,0.087912088,F,KOR ,Gaeul Kim,Republic of Korea,15,160,52,0,0,0,0,Swimming,Women's 400m Freestyle
0.230769231,0.516853933,0.230769231,M,ISR ,Gal Nevo,Israel,25,178,78,0,0,0,0,Swimming,"Men's 200m Butterfly, Men's 200m Individual Medley, Men's 400m Individual Medley"
0.25,0.539325843,0.137362637,M,USA ,Galen Rupp,United States of America,26,180,61,0,0,0,0,Athletics,"Men's 5000m, Men's 10,000m"
0.211538462,0.415730337,0.120879121,F,UKR ,Galia Dvorak,Spain,24,169,58,0,0,0,0,Table Tennis,Women's Team
0.211538462,0.438202247,0.142857143,F,UKR ,Ganna Dzerkal,Ukraine,24,171,62,0,0,0,0,Swimming,"Women's 200m Breaststroke, Women's 200m Individual Medley, Women's 400m Individual Medley, Women's 4x200m Freestyle Relay"
0.384615385,0.516853933,0.159340659,M,UGA ,Ganzi Mugula,Uganda,33,178,65,0,0,0,0,Swimming,Men's 50m Freestyle
0.25,0.415730337,0.175824176,M,ndee,Gareth Evans,Great Britain,26,169,68,0,0,0,0,Weightlifting,Men's 69kg
0.134615385,0.696629213,0.258241758,M,NZL ,Gareth Kean,New Zealand,20,194,83,0,0,0,0,Swimming,"Men's 100m Backstroke, Men's 200m Backstroke, Men's 4x100m Medley Relay"
0.307692308,0.606741573,0.197802198,M,GBR ,Gareth Warburton,Great Britain,29,186,72,0,0,0,0,Athletics,Men's 800m
0.211538462,0.651685393,0.241758242,M,FRA ,Garfield Darien,France,24,190,80,0,0,0,0,Athletics,Men's 110m Hurdles
0.211538462,0.438202247,0.159340659,M,FRA ,Gauthier Klauss,France,24,171,65,0,0,0,0,Canoe Slalom,Men's Canoe Double (C2 
0.346153846,0.606741573,0.214285714,M,IRL ,Gavin Noble,Ireland,31,186,75,0,0,0,0,Triathlon,Men's Triathlon
0.25,0.539325843,0.241758242,M,JAM ,Gavin Smellie,Canada,26,180,80,0,0,0,0,Athletics,Men's 4 x 100m Relay
0.269230769,0.573033708,0.131868132,M,ETH ,Gebregziabher Gebremariam,Ethiopia,27,183,60,0,0,0,0,Athletics,"Men's 10,000m"
0.25,0.595505618,0.21978022,M,LTU ,Gediminas Bagdonas,Lithuania,26,185,76,0,0,0,0,Cycling - Road,Men's Road Race
0.153846154,0.348314607,0.104395604,F,KOR ,Geeeun Kang,Republic of Korea,21,163,55,0,0,0,0,Shooting,Women's Trap
0.230769231,0.404494382,0.137362637,F,USA ,Geena Gall,United States of America,25,168,61,0,0,0,0,Athletics,Women's 800m
0.25,0.314606742,0.038461538,F,ETH ,Gelete Burka,Ethiopia,26,160,43,0,0,0,0,Athletics,Women's 5000m
0.442307692,0.370786517,0.120879121,F,GRE ,Gelly Skarlatou,Greece,36,165,58,0,0,0,0,Sailing,Women's RS-X
0.230769231,0.539325843,0.236263736,F,AUS ,Gemma Beadsworth,Australia,25,180,79,0,0,0,0,Water Polo,Women's Water Polo
0.173076923,0.404494382,0.131868132,F,NZL ,Gemma Flynn,New Zealand,22,168,60,0,0,0,0,Hockey,Women's Hockey
0.230769231,0.460674157,0.225274725,F,wich,Gemma Gibbons,Great Britain,25,173,77,0,1,0,1,Judo,Women's -78kg
0.173076923,0.370786517,0.126373626,F,GBR ,Gemma Howell,Great Britain,22,165,59,0,0,0,0,Judo,Women's -63kg
0.211538462,0.573033708,0.269230769,F,GBR ,Gemma Spofforth,Great Britain,24,183,85,0,0,0,0,Swimming,"Women's 100m Backstroke, Women's 4x100m Medley Relay"
0.115384615,0.292134831,0.054945055,F,ETH ,Genet Yalew,Ethiopia,19,158,46,0,0,0,0,Athletics,Women's 5000m
0.173076923,0.359550562,0.093406593,F,AUS ,Genevieve Lacaze,Australia,22,164,53,0,0,0,0,Athletics,Women's 3000m Steeplechase
0.153846154,0.382022472,0.049450549,F,ETH ,Genzeb Shumi,Bahrain,21,166,45,0,0,0,0,Athletics,"Women's 800m, Women's 1500m"
0.153846154,0.404494382,0.087912088,F,ETH ,Genzebe Dibaba,Ethiopia,21,168,52,0,0,0,0,Athletics,Women's 1500m
0.423076923,0.629213483,0.214285714,M,CAN ,Geoff Kabush,Canada,35,188,75,0,0,0,0,Cycling - Mountain Bike,Men's Cross-country
0.230769231,0.426966292,0.153846154,M,CAN ,Geoffrey Harris,Canada,25,170,64,0,0,0,0,Athletics,Men's 800m
0.192307692,0.449438202,0.115384615,M,UGA ,Geofrey Kusuro,Uganda,23,172,57,0,0,0,0,Athletics,Men's 5000m
0.173076923,0.516853933,0.126373626,F,USA ,Georganne Moline,United States of America,22,178,59,0,0,0,0,Athletics,Women's 400m Hurdles
0.365384615,0.595505618,0.32967033,M,GEO ,George Gogshelidze,Georgia,32,185,96,0,0,0,0,Wrestling,Men's 96kg Freestyle
0.307692308,0.516853933,0.203296703,M,USA ,George Kitchens,United States of America,29,178,73,0,0,0,0,Athletics,Men's Long Jump
0.307692308,0.719101124,0.274725275,M,TRI ,George Richard Bovell,Trinidad and Tobago,29,196,86,0,0,0,0,Swimming,"Men's 50m Freestyle, Men's 100m Freestyle, Men's 100m Backstroke"
0.211538462,0.786516854,0.285714286,M,BUL ,Georgi Bratoev,Bulgaria,24,202,88,0,0,0,0,Volleyball,Men's Volleyball
0.269230769,0.617977528,0.516483516,M,BUL ,Georgi Ivanov,Bulgaria,27,187,130,0,0,0,0,Athletics,Men's Shot Put
0.153846154,0.483146067,0.131868132,F,GBR ,Georgia Davies,Great Britain,21,175,60,0,0,0,0,Swimming,"Women's 100m Backstroke, Women's 4x100m Medley Relay"
0.365384615,0.483146067,0.137362637,F,USA ,Georgia Gould,United States of America,32,175,61,0,0,0,0,Cycling - Mountain Bike,Women's Cross-country
0.134615385,0.303370787,0.120879121,F,AUS ,Georgia Nanscawen,Australia,20,159,58,0,0,0,0,Hockey,Women's Hockey
0.153846154,0.426966292,0.159340659,F,GBR ,Georgie Twigg,Great Britain,21,170,65,0,0,0,0,Hockey,Women's Hockey
0.211538462,0.426966292,0.131868132,M,GEO ,Georgii Zantaraia,Ukraine,24,170,60,0,0,0,0,Judo,Men's -60kg
0.288461538,0.426966292,0.148351648,F,ARG ,Georgina Bardach,Argentina,28,170,63,0,0,0,0,Swimming,Women's 400m Individual Medley
0.269230769,0.438202247,0.10989011,F,GBR ,Georgina Geikie,Great Britain,27,171,56,0,0,0,0,Shooting,"Women's 10m Air Pistol, Women's 25m Pistol"
0.269230769,0.426966292,0.131868132,F,HUN ,Georgina Pota,Hungary,27,170,60,0,0,0,0,Table Tennis,Women's Singles
0.346153846,0.449438202,0.241758242,M,GBR ,Georgios Achilleos,Cyprus,31,172,80,0,0,0,0,Shooting,Men's Skeet
0.423076923,0.696629213,0.368131868,M,GRE ,Georgios Afroudakis,Greece,35,194,103,0,0,0,0,Water Polo,Men's Water Polo
0.384615385,0.483146067,0.137362637,M,IRL ,Ger Owens,Ireland,33,175,61,0,0,0,0,Sailing,Men's 470
0.25,0.573033708,0.192307692,M,GBR ,Geraint Thomas,Great Britain,26,183,71,0,0,0,0,"Cycling - Road, Cycling - Track",Men's Team Pursuit
0.192307692,0.516853933,0.241758242,M,ZAM ,Gerald Phiri,Zambia,23,178,80,0,0,0,0,Athletics,Men's 100m
0.211538462,0.528089888,0.208791209,M,BUR ,Gerard Kobeane,Burkina Faso,24,179,74,0,0,0,0,Athletics,Men's 100m
0.403846154,0.370786517,0.192307692,M,NED ,Gerco Schroder,Netherlands,34,165,71,0,0,0,0,Equestrian,"Individual Jumping, Team Jumping, LONDON"
0.384615385,0.719101124,0.5,M,EST ,Gerd Kanter,Estonia,33,196,127,0,0,0,0,Athletics,Men's Discus Throw
0.134615385,0.471910112,0.175824176,M,HUN ,Gergely Gyurta,Hungary,20,174,68,0,0,0,0,Swimming,Men's 1500m Freestyle
0.211538462,0.561797753,0.230769231,M,HUN ,Gergo Kis,Hungary,24,182,78,0,0,0,0,Swimming,"Men's 400m Freestyle, Men's 1500m Freestyle, Men's 4x100m Freestyle Relay, Men's 4x200m Freestyle Relay"
0.153846154,0.584269663,0.181318681,M,ITA ,Gerhard Kerschbaumer,Italy,21,184,69,0,0,0,0,Cycling - Mountain Bike,Men's Cross-country
0.365384615,0.662921348,0.401098901,M,AUT ,Gerhard Mayer,Austria,32,191,109,0,0,0,0,Athletics,Men's Discus Throw
0.288461538,0.606741573,0.5,M,ARG ,German Lauro,Argentina,28,186,127,0,0,0,0,Athletics,"Men's Shot Put, Men's Discus Throw"
0.134615385,0.393258427,0.06043956,M,MEX ,German Sanchez Sanchez,Mexico,20,167,47,0,1,0,1,Diving,"Men's 10m Platform, Men's Synchronised 10m Platform"
0.134615385,0.393258427,0.076923077,F,GER ,Gesa Felicitas Krause,Germany,20,167,50,0,0,0,0,Athletics,Women's 3000m Steeplechase
0.326923077,0.314606742,0.148351648,F,CMR ,Gevrise Emane,France,30,160,63,0,0,1,1,Judo,Women's -63kg
0.115384615,0.269662921,0.181318681,F,SFAX,Ghada Hassine,Tunisia,19,156,69,0,0,0,0,Weightlifting,Women's 69kg
0.192307692,0.494382022,0.197802198,F,SYR ,Ghfran Almouhamad,Syrian Arab Republic,23,176,72,0,0,0,0,Athletics,Women's 400m Hurdles
0.384615385,0.573033708,0.313186813,F,USA ,Gia Lewis-Smallwood,United States of America,33,183,93,0,0,0,0,Athletics,Women's Discus Throw
0.269230769,0.426966292,0.379120879,M,GEO ,Gia Machavariani,Georgia,27,170,105,0,0,0,0,Weightlifting,Men's 105kg
0.365384615,0.662921348,0.291208791,M,ITA ,Giacomo Pastorino,Italy,32,191,89,0,0,0,0,Water Polo,Men's Water Polo
0.173076923,0.573033708,0.252747253,M,FRA ,Giacomo Perez-Dortona,France,22,183,82,0,0,0,0,Swimming,"Men's 100m Breaststroke, Men's 4x100m Medley Relay"
0.442307692,0.629213483,0.263736264,M,ITA ,Gianfranco Sibello,Italy,36,188,84,0,0,0,0,Sailing,Men's 49er
0.192307692,0.696629213,0.225274725,M,ITA ,Gianluca Maglia,Italy,23,194,77,0,0,0,0,Swimming,Men's 4x200m Freestyle Relay
0.365384615,0.426966292,0.131868132,M,ISR ,Gideon Kliger,Israel,32,170,60,0,0,0,0,Sailing,Men's 470
0.211538462,0.696629213,0.313186813,M,RSA ,Gideon Louw,South Africa,24,194,93,0,0,0,0,Swimming,"Men's 50m Freestyle, Men's 100m Freestyle, Men's 4x100m Freestyle Relay, Men's 4x100m Medley Relay"
0.173076923,0.539325843,0.203296703,M,RSA ,Gideon van Zyl,South Africa,22,180,73,0,0,0,0,Judo,Men's -73kg
0.134615385,0.606741573,0.214285714,M,BEL ,Gijs van Hoecke,Belgium,20,186,75,0,0,0,0,Cycling - Track,"Men's Omnium, Men's Team Pursuit"
0.134615385,0.426966292,0.115384615,F,ISR ,Gil Cohen,Israel,20,170,57,0,0,0,0,Sailing,Women's 470
0.096153846,0.617977528,0.197802198,M,Port,Gilles Marquet,Mauritius,18,187,72,0,0,0,0,Swimming,Men's 200m Freestyle
0.173076923,0.528089888,0.175824176,F,CAN ,Gillian Carleton,Canada,22,179,68,0,0,0,0,Cycling - Track,Women's Team Pursuit
0.326923077,0.404494382,0.093406593,F,RSA ,Gillian Sanders,South Africa,30,168,53,0,0,0,0,Triathlon,Women's Triathlon
0.25,0.539325843,0.159340659,F,DOM ,Gina Altagracia Mambru Casilla,Dominican Republic,26,180,65,0,0,0,0,Volleyball,Women's Volleyball
0.307692308,0.438202247,0.159340659,F,LTU ,Gintare Scheidt,Lithuania,29,171,65,0,0,0,0,Sailing,Women's Laser Radial
0.115384615,0.426966292,0.098901099,F,LTU ,Gintare Venckauskaite,Lithuania,19,170,54,0,0,0,0,Modern Pentathlon,Women's Modern Pentathlon
0.115384615,0.573033708,0.340659341,M,USA ,Giordan Harris,Marshall Islands,19,183,98,0,0,0,0,Swimming,Men's 50m Freestyle
0.211538462,0.516853933,0.186813187,M,GEO ,Giorgi Nadiradze,Georgia,24,178,70,0,0,0,0,Cycling - Road,Men's Road Race
0.307692308,0.325842697,0.098901099,F,ITA ,Giorgia Bronzini,Italy,29,161,54,0,0,0,0,Cycling - Road,Women's Road Race
0.25,0.426966292,0.225274725,M,ITA ,Giorgio Rubino,Italy,26,170,77,0,0,0,0,Athletics,Men's 20km Race Walk
0.307692308,0.483146067,0.461538462,F,VEN ,Giovanna Blanco,Venezuela,29,175,120,0,0,0,0,Judo,Women's +78kg
0.326923077,0.516853933,0.181318681,F,ITA ,Giovanna Micol,Italy,30,178,69,0,0,0,0,Sailing,Women's 470
0.211538462,0.505617978,0.241758242,M,SUR ,Giovanni Codrington,Netherlands,24,177,80,0,0,0,0,Athletics,Men's 4 x 100m Relay
0.557692308,0.460674157,0.313186813,M,ITA ,Giovanni Pellielo,Italy,42,173,93,0,0,0,0,Shooting,Men's Trap
0.25,0.438202247,0.104395604,F,ITA ,Giulia Arcioni,Italy,26,171,55,0,0,0,0,Athletics,Women's 4 x 400m Relay
0.25,0.449438202,0.142857143,F,ITA ,Giulia Conti,Italy,26,172,62,0,0,0,0,Sailing,Women's 470
0.134615385,0.438202247,0.164835165,F,ITA ,Giulia Enrica Emmolo,Italy,20,171,66,0,0,0,0,Water Polo,Women's Water Polo
0.153846154,0.516853933,0.181318681,F,ITA ,Giulia Gorlero,Italy,21,178,69,0,0,0,0,Water Polo,Women's Water Polo
0.307692308,0.460674157,0.115384615,F,ITA ,Giulia Quintavalle,Italy,29,173,57,0,0,0,0,Judo,Women's -57kg
0.211538462,0.640449438,0.208791209,F,ITA ,Giulia Rondon,Italy,24,189,74,0,0,0,0,Volleyball,Women's Volleyball
0.269230769,0.505617978,0.225274725,M,ITA ,Giuseppe Angilella,Italy,27,177,77,0,0,0,0,Sailing,Men's 49er
0.480769231,0.426966292,0.208791209,M,ITA ,Giuseppe Giordano,Italy,38,170,74,0,0,0,0,Shooting,Men's 50m Pistol
0.173076923,0.337078652,0.137362637,F,ESA ,Gladys Landaverde,El Salvador,22,162,61,0,0,0,0,Athletics,Women's 1500m
0.25,0.337078652,0.054945055,F,PER ,Gladys Tejeda,Peru,26,162,46,0,0,0,0,Athletics,Women's Marathon
0.269230769,0.528089888,0.186813187,M,RUS ,Gleb Galperin,Russian Federation,27,179,70,0,0,0,0,Diving,Men's 10m Platform
0.192307692,0.516853933,0.17032967,F,AUS ,Glencora Ralph,Australia,23,178,67,0,0,0,0,Water Polo,Women's Water Polo
0.692307692,0.595505618,0.307692308,M,AUS ,Glenn Kable,Fiji,49,185,92,0,0,0,0,Shooting,Men's Trap
0.192307692,0.539325843,0.21978022,M,AUS ,Glenn O'shea,Australia,23,180,76,0,0,0,0,Cycling - Track,"Men's Omnium, Men's Team Pursuit"
0.230769231,0.528089888,0.247252747,M,RSA ,Glenn Snyders,New Zealand,25,179,81,0,0,0,0,Swimming,"Men's 100m Breaststroke, Men's 200m Breaststroke, Men's 4x100m Medley Relay"
0.173076923,0.561797753,0.252747253,M,BEL ,Glenn Surgeloose,Belgium,22,182,82,0,0,0,0,Swimming,"Men's 200m Freestyle, Men's 4x200m Freestyle Relay"
0.288461538,0.550561798,0.197802198,M,IBEE,Glenn Warfe,Australia,28,181,72,0,0,0,0,Badminton,Men's Doubles
0.269230769,0.224719101,0.087912088,F,USA ,Gloria Asumnu,Nigeria,27,152,52,0,0,0,0,Athletics,"Women's 100m, Women's 200m, Women's 4 x 100m Relay"
0.134615385,0.483146067,0.148351648,F,ITA ,Gloria Hooper,Italy,20,175,63,0,0,0,0,Athletics,Women's 200m
0.269230769,0.651685393,0.203296703,M,RSA ,Godfrey Khotso Mokoena,South Africa,27,190,73,0,0,0,0,Athletics,Men's Long Jump
0.288461538,0.696629213,0.351648352,M,SRB ,Gojko Pijetlovic,Serbia,28,194,100,0,0,0,0,Water Polo,Men's Water Polo
0.134615385,0.483146067,0.164835165,M,AMAT,Golan Pollack,Israel,20,175,66,0,0,0,0,Judo,Men's -66kg
0.326923077,0.438202247,0.186813187,F,GBR ,Goldie Sayers,Great Britain,30,171,70,0,0,0,0,Athletics,Women's Javelin Throw
0.326923077,0.483146067,0.153846154,M,POR ,Goncalo Carvalho,Portugal,30,175,64,0,0,0,0,Equestrian,"Individual Dressage, RUBI"
0.480769231,0.471910112,0.181318681,M,CHI ,Gonzalo Andres Garrido Zenteno,Chile,38,174,69,0,0,0,0,Cycling - Road,Men's Road Race
0.230769231,0.685393258,0.318681319,M,CHI ,Gonzalo Barroilhet,Chile,25,193,94,0,0,0,0,Athletics,Men's Decathlon
0.269230769,0.483146067,0.148351648,M,ARG ,Gonzalo Tellechea,Argentina,27,175,63,0,0,0,0,Triathlon,Men's Triathlon
0.384615385,0.516853933,0.21978022,M,CAN ,Gordon Cook,Canada,33,178,76,0,0,0,0,Sailing,Men's 49er
0.269230769,0.573033708,0.186813187,F,TUR ,Gozde Sonsirma,Turkey,27,183,70,0,0,0,0,Volleyball,Women's Volleyball
0.173076923,0.573033708,0.230769231,F,GBR ,Grace Carter,Great Britain,22,183,78,0,0,0,0,Volleyball,Women's Volleyball
0.173076923,0.404494382,0.10989011,F,jing,Grace Gao,Canada,22,168,56,0,0,0,0,Badminton,Mixed Doubles
0.230769231,0.382022472,0.131868132,F,GBS ,Graciela Martins,Guinea-Bissau,25,166,60,0,0,0,0,Athletics,Women's 400m
0.192307692,0.741573034,0.340659341,M,RSA ,Graeme Moore,South Africa,23,198,98,0,0,0,0,Swimming,"Men's 100m Freestyle, Men's 4x100m Freestyle Relay"
0.230769231,0.516853933,0.203296703,M,USA ,Graham Biehl,United States of America,25,178,73,0,0,0,0,Sailing,Men's 470
0.115384615,0.438202247,0.192307692,F,IRL ,Grainne Murphy,Ireland,19,171,71,0,0,0,0,Swimming,"Women's 200m Freestyle, Women's 400m Freestyle, Women's 800m Freestyle"
0.173076923,0.685393258,0.340659341,M,BAR ,Greg Douglas,Canada,22,193,98,0,0,0,0,Sailing,Men's Finn
0.423076923,0.539325843,0.208791209,M,NZL ,Greg Henderson,New Zealand,35,180,74,0,0,0,0,Cycling - Road,Men's Road Race
0.230769231,0.629213483,0.28021978,M,GBR ,Greg Rutherford,Great Britain,25,188,87,0,0,0,0,Athletics,Men's Long Jump
0.269230769,0.550561798,0.197802198,M,BEL ,Greg van Avermaet,Belgium,27,181,72,0,0,0,0,Cycling - Road,Men's Road Race
0.25,0.505617978,0.186813187,M,SLO ,Grega Bole,Slovenia,26,177,70,0,0,0,0,Cycling - Road,Men's Road Race
0.153846154,0.573033708,0.175824176,M,BAR ,Greggmar Swift,Barbados,21,183,68,0,0,0,0,Athletics,Men's 110m Hurdles
0.076923077,0.629213483,0.164835165,M,ITA ,Gregorio Paltrinieri,Italy,17,188,66,0,0,0,0,Swimming,Men's 1500m Freestyle
0.269230769,0.550561798,0.318681319,M,SONS,Gregory Bauge,France,27,181,94,0,1,0,1,Cycling - Track,"Men's Sprint, Men's Team Sprint"
0.288461538,0.707865169,0.252747253,M,UEIL,Gregory Mallet,France,28,195,82,0,1,0,1,Swimming,"Men's 200m Freestyle, Men's 4x200m Freestyle Relay"
0.365384615,0.606741573,0.241758242,M,SUI ,Gregory Rast,Switzerland,32,186,80,0,0,0,0,Cycling - Road,Men's Road Race
0.326923077,0.528089888,0.214285714,M,NED ,Gregory Sedoc,Netherlands,30,179,75,0,0,0,0,Athletics,Men's 110m Hurdles
0.346153846,0.651685393,0.269230769,M,BEL ,Gregory Wathelet,Belgium,31,190,85,0,0,0,0,Equestrian,"Individual Jumping, Team Jumping, CADJANINE Z"
0.403846154,0.426966292,0.142857143,F,EST ,Grete Treier,Estonia,34,170,62,0,0,0,0,Cycling - Road,Women's Road Race
0.25,0.438202247,0.131868132,F,LIB ,Gretta Taslakian,Lebanon,26,171,60,0,0,0,0,Athletics,Women's 200m
0.211538462,0.314606742,0.10989011,F,arta,Greysia Polii,Indonesia,24,160,56,0,0,0,0,Badminton,Women's Doubles
0.442307692,0.539325843,0.186813187,M,RUS ,Grigoriy Andreev,Russian Federation,36,180,70,0,0,0,0,Athletics,Men's Marathon
0.211538462,0.719101124,0.28021978,M,UZB ,Grigory Sukochev,Australia,24,196,87,0,0,0,0,Volleyball,Men's Volleyball
0.192307692,0.449438202,0.126373626,F,EST ,Grit Sadeiko,Estonia,23,172,59,0,0,0,0,Athletics,Women's Heptathlon
0.269230769,0.516853933,0.214285714,M,POL ,Grzegorz Kiljanek,Poland,27,178,75,0,0,0,0,Canoe Slalom,Men's Canoe Single (C1 
0.25,0.820224719,0.32967033,M,POL ,Grzegorz Kosok,Poland,26,205,96,0,0,0,0,Volleyball,Men's Volleyball
0.384615385,0.483146067,0.153846154,M,POL ,Grzegorz Sudol,Poland,33,175,64,0,0,0,0,Athletics,Men's 20km Race Walk
0.230769231,0.584269663,0.225274725,M,CHN ,Guan Wang,People's Republic of China,25,184,77,0,0,0,0,Modern Pentathlon,Men's Modern Pentathlon
0.326923077,0.483146067,0.247252747,M,NED ,Guillaume Elmont,Netherlands,30,175,81,0,0,0,0,Judo,Men's -81kg
0.288461538,0.696629213,0.395604396,M,ESP ,Guillermo Molina Rios,Spain,28,194,108,0,0,0,0,Water Polo,Men's Water Polo
0.192307692,0.370786517,0.093406593,F,TUR ,Gulcan Mingir,Turkey,23,165,53,0,0,0,0,Athletics,Women's 3000m Steeplechase
0.346153846,0.393258427,0.120879121,F,TUR ,Gulden Kayalar Kuzubasioglu,Turkey,31,167,58,0,0,0,0,Volleyball,Women's Volleyball
0.326923077,0.460674157,0.186813187,F,RUS ,Gulfiya Khanafeyeva,Russian Federation,30,173,70,0,0,0,0,Athletics,Women's Hammer Throw
0.269230769,0.382022472,0.148351648,F,TKM ,Gulnar Hayytbaeva,Turkmenistan,27,166,63,0,0,0,0,Judo,Women's -63kg
0.403846154,0.471910112,0.093406593,F,RUS ,Gulnara Galkina,Russian Federation,34,174,53,0,0,0,0,Athletics,Women's 3000m Steeplechase
0.25,0.516853933,0.543956044,F,TUR ,Gulsah Kocaturk,Turkey,26,178,135,0,0,0,0,Judo,Women's +78kg
0.288461538,0.550561798,0.230769231,F,KAZ ,Gulzhan Issanova,Kazakhstan,28,181,78,0,0,0,0,Judo,Women's +78kg
0.403846154,0.404494382,0.148351648,F,MGL ,Gundegmaa Otryad,Mongolia,34,168,63,0,0,0,0,Shooting,"Women's 10m Air Pistol, Women's 25m Pistol"
0.403846154,0.415730337,0.098901099,M,AUT ,Gunther Weidlinger,Austria,34,169,54,0,0,0,0,Athletics,Men's Marathon
0.346153846,0.471910112,0.153846154,M,KOR ,Gunwoo Park,Republic of Korea,31,174,64,0,0,0,0,Sailing,Men's 470
0.230769231,0.426966292,0.093406593,M,CHN ,Guojian Dong,People's Republic of China,25,170,53,0,0,0,0,Athletics,Men's Marathon
0.288461538,0.539325843,0.131868132,M,SUD ,Guor Marial,Independent Olympic Athletes,28,180,60,0,0,0,0,Athletics,Men's Marathon
0.153846154,0.764044944,0.225274725,M,CHN ,Guowei Zhang,People's Republic of China,21,200,77,0,0,0,0,Athletics,Men's High Jump
0.25,0.651685393,0.450549451,M,GEO ,Guram Pherselidze,Georgia,26,190,118,0,0,0,0,Wrestling,Men's 120kg Greco-Roman
0.346153846,0.696629213,0.241758242,M,SWE ,Gustav Larsson,Sweden,31,194,80,0,0,0,0,Cycling - Road,"Men's Individual Time Trial, Men's Road Race"
0.192307692,0.573033708,0.241758242,M,DOM ,Gustavo Cuesta,Dominican Republic,23,183,80,0,0,0,0,Athletics,Men's 4 x 400m Relay
0.423076923,0.595505618,0.274725275,M,BRA ,Gustavo Lima,Portugal,35,185,86,0,0,0,0,Sailing,Men's Laser
0.442307692,0.483146067,0.186813187,F,UZB ,Guzel Khubbieva,Uzbekistan,36,175,70,0,0,0,0,Athletics,Women's 100m
0.403846154,0.370786517,0.148351648,F,RUS ,Guzel Manyurova,Kazakhstan,34,165,63,0,0,0,0,Wrestling,Women's 72kg Freestyle
0.25,0.370786517,0.131868132,M,KOR ,Gwang-Hyeon Choi,Republic of Korea,26,165,60,0,0,0,0,Judo,Men's -60kg
0.25,0.516853933,0.126373626,F,USA ,Gwen Jorgensen,United States of America,26,178,59,0,0,0,0,Triathlon,Women's Triathlon
0.269230769,0.415730337,0.230769231,F,KOR ,Gyeong-Mi Jeong,Republic of Korea,27,169,78,0,0,0,0,Judo,Women's -78kg
0.269230769,0.764044944,0.373626374,M,HUN ,Gyorgy Grozer,Germany,27,200,104,0,0,0,0,Volleyball,Men's Volleyball
0.269230769,0.426966292,0.126373626,F,HUN ,Gyorgyi Farkas,Hungary,27,170,59,0,0,0,0,Athletics,Women's Heptathlon
0.134615385,0.573033708,0.258241758,M,KOR ,Gyucheol Chang,Republic of Korea,20,183,83,0,0,0,0,Swimming,Men's 100m Butterfly
0.269230769,0.404494382,0.104395604,M,KOR ,Gyujin Choi,Republic of Korea,27,168,55,0,0,0,0,Wrestling,Men's 55kg Greco-Roman
0.173076923,0.438202247,0.082417582,F,eoul,Ha Na Kim,Republic of Korea,22,171,51,0,0,0,0,Badminton,Women's Doubles
0.326923077,0.314606742,0.104395604,M,FIN ,Haakan Erik Nyblom,Denmark,30,160,55,0,0,0,0,Wrestling,Men's 55kg Greco-Roman
0.288461538,0.471910112,0.071428571,F,TUN ,Habiba Ghribi,Tunisia,28,174,49,0,0,0,0,Athletics,Women's 3000m Steeplechase
0.269230769,0.528089888,0.263736264,M,IRI ,Habibollah Jomeh Akhlaghi,Islamic Republic of Iran,27,179,84,0,0,0,0,Wrestling,Men's 84kg Greco-Roman
0.211538462,0.505617978,0.197802198,F,airo,Hadia Hosny,Egypt,24,177,72,0,0,0,0,Badminton,Women's Singles
